Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,93.02,2,0.0,3.7208
First Class,Home Office,San Jose,California,West,Office Supplies,Binders,13.848,3,0.2,5.193
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,11.76,2,0.0,5.7624
Same Day,Consumer,Pomona,California,West,Furniture,Furnishings,31.56,3,0.0,10.4148
Same Day,Consumer,Concord,California,West,Office Supplies,Binders,61.12,5,0.2,22.156
Standard Class,Corporate,San Jose,California,West,Office Supplies,Appliances,25.86,3,0.0,6.7236
Standard Class,Corporate,San Jose,California,West,Technology,Phones,110.352,3,0.2,8.2764
Standard Class,Home Office,Sacramento,California,West,Furniture,Furnishings,60.84,3,0.0,19.4688
Second Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,282.84,4,0.0,19.7988
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Labels,27.72,9,0.0,13.3056
Standard Class,Consumer,Woodland,California,West,Technology,Phones,239.984,2,0.2,23.9984
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,5.76,2,0.0,1.6704
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,11.56,2,0.0,5.6644
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,37.17,9,0.0,10.4076
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,64.96,2,0.0,19.488
Second Class,Consumer,Pomona,California,West,Office Supplies,Labels,18.75,5,0.0,9.0
Standard Class,Home Office,Santa Barbara,California,West,Technology,Accessories,26.96,2,0.0,3.7744
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,193.95,3,0.0,9.6975
Same Day,Corporate,Riverside,California,West,Office Supplies,Paper,12.96,2,0.0,6.2208
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,119.94,3,0.0,23.988
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,12.42,3,0.0,4.4712
Standard Class,Consumer,San Clemente,California,West,Office Supplies,Binders,18.088,7,0.2,6.5569
Standard Class,Consumer,San Clemente,California,West,Office Supplies,Envelopes,71.97,3,0.0,35.985
Standard Class,Consumer,Dublin,California,West,Technology,Phones,22.0,5,0.2,1.375
Standard Class,Consumer,Bakersfield,California,West,Furniture,Furnishings,41.6,4,0.0,14.144
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,8.64,3,0.0,4.2336
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,38.88,6,0.0,18.6624
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,12.96,2,0.0,6.3504
Second Class,Corporate,Los Angeles,California,West,Technology,Accessories,16.59,1,0.0,5.8065
Standard Class,Consumer,San Diego,California,West,Office Supplies,Art,35.1,6,0.0,10.179
Second Class,Home Office,San Francisco,California,West,Office Supplies,Paper,31.08,6,0.0,15.2292
Second Class,Home Office,San Francisco,California,West,Office Supplies,Supplies,7.3,2,0.0,2.19
Standard Class,Consumer,Inglewood,California,West,Office Supplies,Paper,22.83,3,0.0,10.7301
Standard Class,Consumer,Inglewood,California,West,Office Supplies,Appliances,54.32,4,0.0,16.296
Standard Class,Consumer,Inglewood,California,West,Technology,Phones,196.776,3,0.2,14.7582
Standard Class,Consumer,San Luis Obispo,California,West,Office Supplies,Fasteners,3.62,2,0.0,1.1946
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,39.624,3,0.2,13.8684
Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,242.136,3,0.2,12.1068
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,12.39,3,0.0,5.6994
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,19.96,2,0.0,5.5888
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,340.92,3,0.0,3.4092
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,57.584,2,0.2,20.1544
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,34.24,8,0.0,9.9296
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,70.464,6,0.2,22.9008
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,19.68,5,0.2,6.888
Standard Class,Consumer,San Diego,California,West,Office Supplies,Labels,62.65,5,0.0,29.4455
Same Day,Consumer,Los Angeles,California,West,Furniture,Tables,364.08,2,0.2,9.102
Same Day,Consumer,Los Angeles,California,West,Furniture,Tables,71.088,2,0.2,-1.7772
Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,139.8,5,0.2,12.2325
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Paper,50.04,6,0.0,25.02
Standard Class,Consumer,Lodi,California,West,Office Supplies,Supplies,97.3,7,0.0,28.217
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Appliances,152.91,3,0.0,42.8148
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,92.94,3,0.0,41.823
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,17.856,4,0.2,6.2496
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,46.44,3,0.2,15.093
Standard Class,Consumer,San Francisco,California,West,Furniture,Chairs,195.136,4,0.2,-12.196
Standard Class,Consumer,Long Beach,California,West,Office Supplies,Paper,10.9,5,0.0,5.123
Standard Class,Consumer,Long Beach,California,West,Office Supplies,Labels,29.6,2,0.0,14.8
Standard Class,Consumer,Long Beach,California,West,Office Supplies,Labels,4.98,1,0.0,2.2908
Standard Class,Consumer,Long Beach,California,West,Technology,Phones,44.736,8,0.2,4.4736
Standard Class,Consumer,Long Beach,California,West,Office Supplies,Art,5.76,2,0.0,1.6704
Second Class,Home Office,Los Angeles,California,West,Office Supplies,Appliances,43.1,5,0.0,11.206
Second Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,147.92,5,0.2,46.225
Standard Class,Corporate,Lodi,California,West,Office Supplies,Art,39.68,2,0.0,16.2688
Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,50.32,4,0.0,21.1344
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,24.56,2,0.0,11.5432
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Envelopes,11.16,2,0.0,5.58
Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,62.31,3,0.0,22.4316
First Class,Corporate,Anaheim,California,West,Office Supplies,Binders,25.032,3,0.2,7.8225
First Class,Corporate,Anaheim,California,West,Furniture,Furnishings,207.35,5,0.0,24.882
First Class,Corporate,Anaheim,California,West,Furniture,Furnishings,44.67,3,0.0,12.0609
First Class,Corporate,Santa Barbara,California,West,Office Supplies,Labels,31.05,3,0.0,14.904
Same Day,Consumer,San Francisco,California,West,Furniture,Furnishings,24.27,3,0.0,8.7372
Standard Class,Consumer,San Bernardino,California,West,Office Supplies,Binders,9.872,2,0.2,3.4552
Standard Class,Consumer,San Bernardino,California,West,Office Supplies,Paper,29.96,7,0.0,13.482
Second Class,Corporate,Los Angeles,California,West,Furniture,Tables,71.088,2,0.2,-1.7772
Standard Class,Consumer,Anaheim,California,West,Office Supplies,Supplies,51.15,5,0.0,13.299
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,55.264,2,0.2,20.724
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,6.48,1,0.0,3.1104
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,34.248,3,0.2,11.5587
Second Class,Corporate,Los Angeles,California,West,Furniture,Tables,273.568,2,0.2,10.2588
Standard Class,Home Office,Los Angeles,California,West,Technology,Phones,271.96,5,0.2,27.196
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Art,18.69,7,0.0,5.2332
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,13.36,2,0.0,6.4128
Standard Class,Home Office,Los Angeles,California,West,Technology,Phones,249.584,2,0.2,31.198
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Fasteners,13.86,7,0.0,0.0
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,13.376,4,0.2,4.6816
Standard Class,Consumer,Los Angeles,California,West,Technology,Accessories,36.24,1,0.0,15.2208
Standard Class,Consumer,Costa Mesa,California,West,Furniture,Furnishings,91.96,2,0.0,15.6332
Standard Class,Consumer,Costa Mesa,California,West,Technology,Phones,258.576,2,0.2,19.3932
Standard Class,Consumer,Costa Mesa,California,West,Office Supplies,Paper,29.6,4,0.0,13.32
Second Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,29.472,3,0.2,9.9468
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Envelopes,113.328,9,0.2,35.415
Standard Class,Home Office,Houston,Texas,Central,Furniture,Chairs,212.058,3,0.3,-15.147
Standard Class,Home Office,Houston,Texas,Central,Technology,Phones,371.168,4,0.2,41.7564
First Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,27.24,3,0.2,2.724
Second Class,Home Office,Houston,Texas,Central,Office Supplies,Storage,158.368,7,0.2,13.8572
Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Art,9.936,3,0.2,2.7324
Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Art,32.064,6,0.2,6.8136
Standard Class,Consumer,San Antonio,Texas,Central,Technology,Phones,143.976,3,0.2,8.9985
Standard Class,Corporate,Grand Prairie,Texas,Central,Office Supplies,Storage,37.224,3,0.2,3.7224
Standard Class,Corporate,Grand Prairie,Texas,Central,Office Supplies,Paper,20.016,3,0.2,6.255
Second Class,Corporate,Dallas,Texas,Central,Technology,Accessories,20.8,2,0.2,6.5
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,88.8,4,0.2,-2.22
Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.396
Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Storage,53.424,3,0.2,4.6746
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,23.832,3,0.2,2.6811
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,35.952,3,0.2,3.5952
Second Class,Consumer,Houston,Texas,Central,Technology,Accessories,57.584,2,0.2,0.7198
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Art,6.672,6,0.2,0.5004
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,31.872,8,0.2,11.5536
Second Class,Home Office,Huntsville,Texas,Central,Technology,Phones,7.992,1,0.2,0.5994
Second Class,Home Office,Huntsville,Texas,Central,Technology,Accessories,63.984,2,0.2,10.3974
Second Class,Home Office,Huntsville,Texas,Central,Office Supplies,Art,70.368,2,0.2,6.1572
Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,18.392,1,0.2,5.2877
Standard Class,Consumer,Fort Worth,Texas,Central,Technology,Accessories,58.112,2,0.2,7.264
Standard Class,Consumer,Fort Worth,Texas,Central,Technology,Phones,100.792,1,0.2,6.2995
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Fasteners,10.824,3,0.2,2.5707
Standard Class,Consumer,Laredo,Texas,Central,Office Supplies,Art,9.344,2,0.2,1.168
Standard Class,Consumer,Laredo,Texas,Central,Technology,Accessories,31.2,3,0.2,9.75
First Class,Corporate,Dallas,Texas,Central,Technology,Phones,369.576,3,0.2,41.5773
First Class,Corporate,Dallas,Texas,Central,Office Supplies,Labels,15.712,4,0.2,5.6956
Second Class,Corporate,Dallas,Texas,Central,Office Supplies,Supplies,23.76,3,0.2,2.079
Second Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,85.056,3,0.2,28.7064
Second Class,Corporate,Dallas,Texas,Central,Technology,Phones,381.576,3,0.2,28.6182
Standard Class,Consumer,Tyler,Texas,Central,Technology,Accessories,27.816,3,0.2,4.5201
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Envelopes,17.568,2,0.2,6.3684
Standard Class,Consumer,Austin,Texas,Central,Technology,Phones,55.992,1,0.2,5.5992
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,51.52,5,0.2,-10.948
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Paper,3.528,1,0.2,1.1466
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Paper,4.624,1,0.2,1.6762
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,55.168,4,0.2,6.2064
Standard Class,Corporate,Fort Worth,Texas,Central,Technology,Phones,21.072,3,0.2,1.5804
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Envelopes,15.648,2,0.2,5.0856
First Class,Consumer,Garland,Texas,Central,Office Supplies,Labels,10.44,5,0.2,3.393
Standard Class,Corporate,San Antonio,Texas,Central,Furniture,Tables,99.918,2,0.3,-18.5562
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Storage,12.992,1,0.2,-0.812
Standard Class,Consumer,Round Rock,Texas,Central,Office Supplies,Art,27.168,2,0.2,2.7168
Standard Class,Consumer,Round Rock,Texas,Central,Furniture,Bookcases,78.8528,2,0.32,-11.596
Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Labels,7.968,2,0.2,2.5896
Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Envelopes,27.968,4,0.2,9.4392
Standard Class,Home Office,Pasadena,Texas,Central,Technology,Machines,336.51,3,0.4,44.868
Second Class,Consumer,Brownsville,Texas,Central,Office Supplies,Supplies,1.744,1,0.2,-0.3488
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,100.704,6,0.2,-16.3644
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Envelopes,40.968,3,0.2,13.8267
Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,71.96,5,0.2,25.186
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Standard Class,Consumer,Houston,Texas,Central,Furniture,Chairs,95.984,4,0.3,-4.1136
Same Day,Consumer,Fort Worth,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Same Day,Consumer,Fort Worth,Texas,Central,Office Supplies,Paper,14.352,3,0.2,5.2026
Same Day,Consumer,Fort Worth,Texas,Central,Technology,Accessories,63.992,1,0.2,-7.1991
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,86.352,3,0.2,5.397
Standard Class,Home Office,Grand Prairie,Texas,Central,Office Supplies,Labels,23.68,2,0.2,8.88
First Class,Corporate,Houston,Texas,Central,Technology,Accessories,151.2,3,0.2,32.13
Same Day,Consumer,Amarillo,Texas,Central,Technology,Accessories,263.88,3,0.2,42.8805
Standard Class,Corporate,Irving,Texas,Central,Office Supplies,Labels,15.936,4,0.2,5.1792
First Class,Corporate,Pasadena,Texas,Central,Technology,Accessories,159.984,2,0.2,43.9956
Standard Class,Consumer,Coppell,Texas,Central,Office Supplies,Art,10.192,7,0.2,3.185
Standard Class,Consumer,Coppell,Texas,Central,Office Supplies,Storage,16.784,1,0.2,-0.2098
Standard Class,Consumer,Coppell,Texas,Central,Office Supplies,Art,13.12,5,0.2,3.772
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Paper,16.056,3,0.2,5.8203
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Storage,200.064,3,0.2,12.504
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Storage,27.056,2,0.2,2.3674
First Class,Consumer,Allen,Texas,Central,Technology,Accessories,21.48,3,0.2,-0.2685
First Class,Consumer,El Paso,Texas,Central,Technology,Phones,40.68,3,0.2,-9.153
Standard Class,Corporate,Grapevine,Texas,Central,Office Supplies,Art,33.488,7,0.2,5.8604
Standard Class,Corporate,Grapevine,Texas,Central,Office Supplies,Fasteners,8.04,5,0.2,2.9145
Second Class,Consumer,Carrollton,Texas,Central,Office Supplies,Paper,16.896,4,0.2,5.28
Second Class,Consumer,Carrollton,Texas,Central,Office Supplies,Supplies,6.672,1,0.2,0.5004
Second Class,Consumer,Carrollton,Texas,Central,Office Supplies,Art,99.136,4,0.2,8.6744
Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Storage,41.92,5,0.2,3.668
Second Class,Consumer,Dallas,Texas,Central,Technology,Accessories,297.576,3,0.2,-7.4394
Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners,4.344,3,0.2,0.8688
Second Class,Consumer,Dallas,Texas,Central,Technology,Accessories,94.992,2,0.2,-2.3748
Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Paper,74.352,3,0.2,23.235
Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Art,14.04,3,0.2,1.5795
Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,16.68,3,0.2,5.2125
Second Class,Home Office,Plano,Texas,Central,Technology,Accessories,13.616,2,0.2,3.5742
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,14.304,6,0.2,5.0064
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Art,154.24,4,0.2,17.352
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Art,6.24,3,0.2,0.546
Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,46.864,2,0.2,7.6154
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Supplies,6.976,4,0.2,-1.3952
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,60.416,2,0.2,6.0416
Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners,11.168,4,0.2,3.6296
Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Paper,53.952,3,0.2,17.5344
Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Paper,36.288,7,0.2,12.7008
Second Class,Corporate,San Antonio,Texas,Central,Office Supplies,Labels,40.096,4,0.2,13.5324
Second Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,127.92,5,0.2,-15.99
Same Day,Consumer,San Antonio,Texas,Central,Office Supplies,Storage,49.632,4,0.2,4.9632
Standard Class,Consumer,San Antonio,Texas,Central,Technology,Phones,470.376,3,0.2,47.0376
Second Class,Consumer,Keller,Texas,Central,Office Supplies,Labels,6.0,2,0.2,2.1
Second Class,Corporate,Arlington,Texas,Central,Office Supplies,Art,47.616,3,0.2,3.5712
Standard Class,Corporate,Carrollton,Texas,Central,Technology,Accessories,95.968,4,0.2,26.3912
Standard Class,Corporate,Carrollton,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Same Day,Consumer,Houston,Texas,Central,Technology,Accessories,159.984,2,0.2,35.9964
Same Day,Consumer,Houston,Texas,Central,Office Supplies,Storage,46.344,3,0.2,4.6344
Standard Class,Corporate,Fort Worth,Texas,Central,Office Supplies,Paper,9.392,2,0.2,3.2872
Standard Class,Corporate,Fort Worth,Texas,Central,Office Supplies,Art,9.328,1,0.2,0.8162
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Labels,23.68,2,0.2,8.88
Standard Class,Consumer,Laredo,Texas,Central,Technology,Accessories,191.976,3,0.2,23.997
Standard Class,Consumer,Laredo,Texas,Central,Office Supplies,Paper,8.288,2,0.2,3.0044
Standard Class,Consumer,Laredo,Texas,Central,Office Supplies,Art,15.872,1,0.2,1.1904
Standard Class,Corporate,San Angelo,Texas,Central,Furniture,Chairs,305.312,2,0.3,-8.7232
Second Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,61.792,4,0.2,6.1792
Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Fasteners,2.896,2,0.2,0.4706
Standard Class,Corporate,Austin,Texas,Central,Technology,Phones,124.792,1,0.2,15.599
First Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,27.216,3,0.2,9.8658
Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Paper,70.08,5,0.2,24.528
Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,54.368,4,0.2,4.0776
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,11.184,1,0.2,0.8388
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,42.048,9,0.2,5.256
Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,25.488,2,0.2,4.4604
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,7.968,2,0.2,2.8884
Standard Class,Corporate,Haltom City,Texas,Central,Office Supplies,Envelopes,6.608,2,0.2,2.1476
Standard Class,Corporate,Arlington,Texas,Central,Technology,Accessories,24.672,3,0.2,0.0
Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Labels,2.52,1,0.2,0.882
Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Labels,5.904,2,0.2,1.9926
Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Paper,15.696,3,0.2,5.1012
Same Day,Consumer,Amarillo,Texas,Central,Technology,Accessories,79.512,3,0.2,20.8719
Same Day,Consumer,Amarillo,Texas,Central,Office Supplies,Paper,28.352,1,0.2,9.5688
Standard Class,Home Office,Frisco,Texas,Central,Technology,Accessories,27.168,4,0.2,-1.3584
Standard Class,Consumer,Dallas,Texas,Central,Technology,Accessories,50.12,7,0.2,-0.6265
Standard Class,Consumer,Dallas,Texas,Central,Technology,Accessories,47.976,3,0.2,1.7991
Standard Class,Corporate,Corpus Christi,Texas,Central,Office Supplies,Art,16.464,7,0.2,1.4406
Standard Class,Consumer,El Paso,Texas,Central,Furniture,Chairs,47.516,2,0.3,-2.0364
First Class,Consumer,Arlington,Texas,Central,Office Supplies,Art,8.928,2,0.2,0.558
First Class,Consumer,Arlington,Texas,Central,Office Supplies,Storage,47.584,2,0.2,-2.974
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,33.792,8,0.2,10.56
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Envelopes,3.264,2,0.2,1.1016
Standard Class,Consumer,Houston,Texas,Central,Furniture,Chairs,408.422,2,0.3,-5.8346
First Class,Consumer,Dallas,Texas,Central,Office Supplies,Art,5.952,1,0.2,0.372
Standard Class,Consumer,Allen,Texas,Central,Office Supplies,Paper,15.936,4,0.2,5.3784
Standard Class,Consumer,Brownsville,Texas,Central,Furniture,Bookcases,327.7328,2,0.32,-14.4588
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Paper,26.88,8,0.2,9.744
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Storage,342.864,3,0.2,38.5722
Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,127.984,2,0.2,15.998
Standard Class,Corporate,Fort Worth,Texas,Central,Office Supplies,Labels,33.12,4,0.2,11.592
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Labels,15.712,4,0.2,5.6956
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Storage,77.952,3,0.2,-15.5904
Standard Class,Home Office,Dallas,Texas,Central,Technology,Phones,67.992,1,0.2,8.499
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Envelopes,12.224,2,0.2,4.4312
Standard Class,Home Office,Dallas,Texas,Central,Technology,Accessories,44.784,2,0.2,-0.5598
Standard Class,Corporate,Austin,Texas,Central,Furniture,Chairs,347.802,7,0.3,-24.843
First Class,Corporate,Houston,Texas,Central,Office Supplies,Envelopes,74.352,3,0.2,26.9526
First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,31.104,6,0.2,10.8864
Standard Class,Corporate,Pearland,Texas,Central,Office Supplies,Envelopes,13.392,3,0.2,5.022
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,32.544,2,0.2,-7.7292
Standard Class,Corporate,Houston,Texas,Central,Technology,Phones,122.92,7,0.2,46.095
Standard Class,Consumer,Grand Prairie,Texas,Central,Technology,Phones,219.8,5,0.2,24.7275
Standard Class,Consumer,Grand Prairie,Texas,Central,Furniture,Chairs,317.058,3,0.3,-18.1176
First Class,Corporate,Pasadena,Texas,Central,Office Supplies,Paper,20.736,4,0.2,7.2576
Second Class,Corporate,Laredo,Texas,Central,Office Supplies,Envelopes,12.984,3,0.2,4.7067
Second Class,Corporate,Laredo,Texas,Central,Technology,Phones,217.584,2,0.2,19.0386
Second Class,Corporate,Laredo,Texas,Central,Technology,Phones,328.776,3,0.2,28.7679
Second Class,Corporate,Laredo,Texas,Central,Technology,Accessories,47.984,2,0.2,14.3952
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,67.56,3,0.2,6.756
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,21.72,5,0.2,7.8735
Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,148.48,2,0.2,16.704
Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,241.176,3,0.2,15.0735
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,14.352,3,0.2,4.485
First Class,Corporate,Conroe,Texas,Central,Office Supplies,Storage,111.672,9,0.2,6.9795
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,10.272,3,0.2,3.21
Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Paper,6.848,2,0.2,2.14
Same Day,Consumer,Dallas,Texas,Central,Office Supplies,Storage,54.192,6,0.2,4.0644
Same Day,Consumer,Austin,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Same Day,Consumer,Austin,Texas,Central,Technology,Accessories,95.736,3,0.2,20.3439
Standard Class,Consumer,Plano,Texas,Central,Technology,Phones,201.584,2,0.2,20.1584
Standard Class,Consumer,Plano,Texas,Central,Furniture,Bookcases,193.0656,4,0.32,-19.8744
Standard Class,Consumer,Plano,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
Standard Class,Consumer,Plano,Texas,Central,Office Supplies,Paper,11.648,2,0.2,4.0768
Second Class,Consumer,College Station,Texas,Central,Office Supplies,Paper,28.672,8,0.2,10.3936
Standard Class,Corporate,Mesquite,Texas,Central,Office Supplies,Paper,5.184,1,0.2,1.8144
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Supplies,2.92,1,0.2,0.365
Second Class,Corporate,Dallas,Texas,Central,Technology,Accessories,58.416,2,0.2,16.7946
First Class,Corporate,San Antonio,Texas,Central,Office Supplies,Art,31.776,4,0.2,8.7384
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Art,23.832,3,0.2,6.5538
Standard Class,Corporate,Mesquite,Texas,Central,Technology,Accessories,5.544,7,0.2,1.6632
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,35.712,8,0.2,2.232
First Class,Corporate,Odessa,Texas,Central,Office Supplies,Paper,42.784,7,0.2,15.5092
Standard Class,Corporate,Houston,Texas,Central,Furniture,Tables,99.372,2,0.3,-1.4196
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Art,1.344,1,0.2,0.504
Second Class,Home Office,Houston,Texas,Central,Technology,Phones,119.96,5,0.2,11.996
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,3.912,1,0.2,1.0269
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,62.376,3,0.2,7.0173
Second Class,Consumer,San Antonio,Texas,Central,Office Supplies,Art,10.272,3,0.2,0.8988
Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,279.944,7,0.2,48.9902
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Fasteners,3.552,3,0.2,1.2432
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
Standard Class,Consumer,Edinburg,Texas,Central,Office Supplies,Fasteners,2.368,2,0.2,0.8288
Standard Class,Corporate,Baytown,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
