Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,25.99,1,0.0,7.5371
Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels,8.67,3,0.0,4.0749
Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Supplies,25.71,3,0.0,6.6846
First Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Chairs,63.882,1,0.1,10.647
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,24.96,4,0.0,11.232
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,13.776,3,0.2,4.4772
Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,10.512,3,0.2,3.6792
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,20.368,1,0.2,7.3834
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,49.848,3,0.2,16.8237
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,239.97,3,0.0,67.1916
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,25.92,6,0.2,9.072
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,91.59,3,0.0,42.1314
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,57.75,5,0.0,16.17
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,14.94,3,0.0,7.0218
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,12.42,3,0.0,5.2164
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,85.9,2,0.0,2.577
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,21.36,5,0.2,7.209
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,6.688,2,0.2,2.3408
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,773.94,6,0.0,224.4426
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,14.4,5,0.0,7.056
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,52.064,4,0.2,18.8732
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Machines,2321.9,2,0.0,1114.512
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,17.94,3,0.0,3.0498
Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Supplies,347.58,3,0.0,17.379
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,35.48,1,0.0,0.0
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Fasteners,34.44,3,0.0,16.1868
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Machines,629.93,7,0.0,296.0671
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Binders,79.056,9,0.2,28.6578
Same Day,Consumer,United States,New York City,New York,10009,East,Furniture,Tables,464.292,9,0.4,-108.3348
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Envelopes,68.46,7,0.0,31.4916
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Machines,2799.96,4,0.0,1371.9804
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,601.3,2,0.0,198.429
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Phones,16.99,1,0.0,4.4174
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Phones,287.97,3,0.0,80.6316
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,44.82,9,0.0,21.0654
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Appliances,58.73,7,0.0,14.6825
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,93.344,4,0.2,32.6704
Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,23.34,3,0.0,10.9698
Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Paper,51.55,5,0.0,24.2285
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,1317.492,6,0.1,292.776
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Supplies,63.84,8,0.0,18.5136
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3.592,1,0.2,1.1225
Same Day,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,1214.85,3,0.0,352.3065
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,2.688,1,0.2,0.84
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,6.6,3,0.0,2.904
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,4.992,3,0.2,1.6848
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,9.26,2,0.0,3.0558
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Storage,105.98,2,0.0,4.2392
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Fasteners,1.24,1,0.0,0.5828
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Labels,20.7,2,0.0,9.936
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Paper,28.9,5,0.0,14.161
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Envelopes,27.18,1,0.0,12.7746
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,36.63,3,0.0,9.8901
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,8.4,5,0.0,4.2
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,36.56,5,0.2,12.796
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,186.144,6,0.2,60.4968
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases,353.568,2,0.2,-44.196
Standard Class,Home Office,United States,Yonkers,New York,10701,East,Technology,Machines,52.44,4,0.0,24.1224
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Furniture,Furnishings,14.89,1,0.0,4.0203
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Phones,543.92,8,0.0,135.98
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,Furnishings,68.95,5,0.0,28.959
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Office Supplies,Storage,296.37,3,0.0,80.0199
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Technology,Phones,39.98,2,0.0,1.999
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,33.568,2,0.2,11.7488
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,63.94,1,0.0,24.9366
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,60.6,5,0.2,20.4525
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,22.72,4,0.0,6.5888
Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,244.55,5,0.0,4.891
Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Envelopes,12.24,6,0.0,5.7528
Second Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,13.98,2,0.0,6.0114
Second Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,899.95,5,0.0,53.997
Second Class,Consumer,United States,Rochester,New York,14609,East,Technology,Accessories,31.95,1,0.0,2.2365
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,24.672,4,0.2,7.71
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,3.744,1,0.2,1.3104
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,588.784,2,0.2,183.995
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,99.6,1,0.0,36.852
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,62.296,13,0.2,21.0249
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,10.71,3,0.0,2.7846
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,33.0,6,0.0,8.25
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,249.95,5,0.0,87.4825
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,6.56,2,0.0,1.9024
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,7.83,3,0.0,3.6018
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,41.9,2,0.0,8.799
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,664.146,6,0.1,88.5528
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,8.96,2,0.0,4.3904
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,239.97,3,0.0,2.3997
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,160.32,2,0.0,44.8896
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,128.85,3,0.0,3.8655
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,37.94,2,0.0,18.2112
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Art,8.0,5,0.0,3.44
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,83.56,4,0.0,1.6712
Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,546.06,3,0.0,163.818
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,269.49,3,0.0,5.3898
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,590.352,6,0.2,206.6232
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,11.05,5,0.0,2.9835
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,117.96,2,0.0,5.898
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,21.3,5,0.0,8.733
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,1040.8,5,0.0,281.016
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,29.34,6,0.0,7.9218
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,10.528,7,0.2,3.6848
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,40.99,1,0.0,20.0851
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,40.176,3,0.2,14.5638
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,79.44,3,0.0,30.1872
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,357.93,3,0.0,7.1586
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,127.764,2,0.1,21.294
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Copiers,2799.944,7,0.2,1014.9797
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,5.94,3,0.0,1.6038
First Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,899.91,9,0.0,395.9604
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,13.92,3,0.2,4.872
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,74.95,5,0.0,36.7255
First Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Chairs,1448.82,10,0.1,209.274
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Binders,15.528,3,0.2,5.823
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,1395.54,9,0.0,362.8404
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,117.36,4,0.0,36.3816
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,18.9,3,0.0,8.694
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,77.52,2,0.0,37.9848
First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,279.96,4,0.0,78.3888
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,12.912,3,0.2,4.6806
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,17.088,4,0.2,5.7672
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,93.15,9,0.0,44.712
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,11.52,4,0.0,5.6448
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,419.4,4,0.0,201.312
Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,90.801,1,0.1,14.1246
Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,181.764,2,0.1,-8.0784
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,5.56,2,0.0,2.224
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,192.16,4,0.0,92.2368
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,14.9,5,0.0,1.043
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,87.71,7,0.0,41.2237
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,199.764,2,0.1,8.8784
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,94.6,4,0.0,27.434
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,4228.704,6,0.2,158.5764
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,2003.92,5,0.2,-25.049
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,209.97,3,0.0,58.7916
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,659.9,2,0.0,217.767
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,110.96,2,0.0,53.2608
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,67.8,4,0.0,1.356
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,313.176,2,0.4,-120.0508
First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,10.5,5,0.0,2.94
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,81.98,2,0.0,40.1702
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,240.784,1,0.2,30.098
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,414.96,2,0.0,124.488
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,12.96,2,0.0,6.3504
Standard Class,Consumer,United States,Troy,New York,12180,East,Furniture,Chairs,109.764,2,0.1,8.5372
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,54.9,5,0.0,15.372
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Envelopes,11.36,2,0.0,5.3392
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,36.4,5,0.0,17.472
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Storage,142.04,4,0.0,38.3508
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Art,14.67,3,0.0,6.0147
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,468.9,6,0.0,206.316
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,72.48,2,0.0,30.4416
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,10.95,3,0.0,3.285
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,191.82,3,0.0,61.3824
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,272.646,3,0.1,18.1764
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,212.8,2,0.0,95.76
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,38.52,9,0.0,18.1044
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,72.64,2,0.0,21.792
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,45.4,4,0.0,12.712
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,13.76,2,0.0,6.3296
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,80.991,1,0.1,8.0991
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,11.784,3,0.2,3.9771
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,4.36,2,0.0,1.7876
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,2888.127,11,0.1,609.7157
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1299.66,2,0.0,350.9082
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,2254.41,5,0.1,375.735
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,104.85,3,0.0,28.3095
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,59.97,3,0.0,20.3898
Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,2279.96,4,0.0,592.7896
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,14.94,3,0.0,6.8724
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,327.996,6,0.1,54.666
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,767.214,14,0.1,161.9674
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,34.248,3,0.2,11.5587
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,3.52,2,0.0,1.0208
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,70.95,3,0.0,20.5755
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,34.944,6,0.2,11.7936
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,119.04,6,0.0,35.712
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,799.56,9,0.0,207.8856
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,68.16,3,0.0,27.9456
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,62.24,8,0.0,29.2528
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,26.336,4,0.2,9.2176
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Envelopes,22.92,3,0.0,11.2308
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels,41.4,4,0.0,19.872
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,33.552,1,0.2,12.582
Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,6.68,1,0.0,3.2064
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Binders,7.752,3,0.2,2.8101
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,49.12,4,0.0,23.0864
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,18.28,5,0.2,6.398
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,87.8,4,0.0,43.9
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,221.382,2,0.1,2.4598
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Machines,5199.96,4,0.0,1351.9896
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,24.55,5,0.0,12.0295
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Appliances,8.39,1,0.0,2.0975
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,337.98,2,0.0,101.394
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Phones,41.22,1,0.0,11.1294
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Supplies,240.37,1,0.0,7.2111
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Phones,119.02,2,0.0,33.3256
Same Day,Home Office,United States,New York City,New York,10009,East,Furniture,Bookcases,113.568,2,0.2,12.7764
Second Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,83.92,4,0.0,21.8192
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,6.63,3,0.0,3.1161
Second Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,371.97,3,0.0,66.9546
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,14.62,2,0.0,6.7252
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,5.76,2,0.0,2.8224
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Fasteners,21.48,6,0.0,10.5252
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,396.92,4,0.0,198.46
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,17.15,1,0.0,4.6305
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,23.12,2,0.2,7.803
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,589.41,5,0.1,-6.549
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,34.7,5,0.0,12.492
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,99.87,3,0.0,23.9688
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,37.94,2,0.0,18.2112
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Labels,24.9,5,0.0,11.454
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,82.26,3,0.0,33.7266
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,135.99,1,0.0,36.7173
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,15.96,7,0.0,7.0224
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,384.768,2,0.4,-115.4304
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Machines,78.66,6,0.0,36.1836
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Paper,45.36,4,0.0,22.2264
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,32.4,5,0.0,15.552
Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,1247.64,3,0.0,349.3392
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,279.9,5,0.0,137.151
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,50.352,3,0.2,17.6232
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,34.02,3,0.0,16.6698
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,216.4,4,0.0,56.264
Standard Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Binders,2152.776,3,0.2,726.5619
Standard Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Bookcases,4007.84,10,0.2,-50.098
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,327.564,4,0.1,21.8376
Standard Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Chairs,1522.638,9,0.1,169.182
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,33.568,2,0.2,11.7488
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Machines,6999.96,4,0.0,2239.9872
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,279.86,14,0.0,134.3328
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,6.99,3,0.0,2.0271
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,107.424,6,0.2,36.2556
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,415.176,3,0.2,134.9322
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,35.232,3,0.2,11.4504
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,54.96,1,0.0,26.9304
First Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,629.95,5,0.0,163.787
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,14.952,1,0.2,5.0463
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,17.94,3,0.0,8.073
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,116.98,2,0.0,29.245
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,272.94,3,0.0,0.0
Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,253.764,2,0.1,31.0156
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,17.64,4,0.0,8.1144
Standard Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,449.91,9,0.0,157.4685
Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,197.97,3,0.0,53.4519
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,17.48,4,0.0,4.5448
Standard Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,559.93,7,0.0,167.979
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Envelopes,16.98,1,0.0,8.49
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,23.66,7,0.0,10.8836
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,681.408,12,0.2,42.588
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,102.368,2,0.2,37.1084
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Supplies,28.4,5,0.0,8.236
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,713.88,4,0.0,214.164
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,68.52,3,0.0,31.5192
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases,523.92,5,0.2,-26.196
Same Day,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,58.408,7,0.2,18.2525
Same Day,Home Office,United States,New York City,New York,10011,East,Furniture,Tables,79.974,3,0.4,-29.3238
Second Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,824.97,3,0.0,214.4922
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,5.92,4,0.0,2.8416
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,30.18,3,0.0,13.8828
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,205.164,2,0.1,13.6776
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,17.96,5,0.2,5.837
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,5.04,2,0.0,0.1512
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,208.16,1,0.0,56.2032
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,25.83,7,0.0,12.1401
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,227.46,6,0.0,65.9634
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,46.24,4,0.2,15.606
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,5.22,2,0.0,2.4012
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,28.14,3,0.0,7.8792
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,36.0,2,0.0,6.48
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,92.94,3,0.0,25.0938
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Chairs,245.646,3,0.1,8.1882
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,55.008,3,0.2,17.19
